id_factura,importe_de_venta,importe_coste,tipo,horas_totales,horas_facturadas,fecha,contador_de_serie_de_factura,nº_documento,cliente,forma_de_pago,base_total,descuento,iva_total,total_factura,fecha_cliente
11.0,347.56,261.72,Venta accesorios,0,0,2016-06-03,1.0,319.0,id_643,1,347.56,0.0,72.99,420.55,2016-04-08 13:01:00
16.0,23.4,18.0,RMM,0,0,2016-06-03,1.0,324.0,id_162,1,23.4,0.0,4.91,28.31,2016-04-08 13:00:00
24829.0,22.5,0.0,Horas sueltas,0,0,2016-01-05,1.0,14.0,id_162,1,42.0,0.0,8.82,50.82,2016-04-08 13:00:00
24829.0,19.5,15.75,Licencia SW,0,0,2016-01-05,1.0,14.0,id_162,1,42.0,0.0,8.82,50.82,2016-04-08 13:00:00
24849.0,195.0,0.0,Horas sueltas,0,0,2016-01-13,1.0,25.0,id_913,1,280.0,0.0,58.8,338.8,2016-04-08 13:01:00
24849.0,70.0,55.0,Venta de equipos,0,0,2016-01-13,1.0,25.0,id_913,1,280.0,0.0,58.8,338.8,2016-04-08 13:01:00
24856.0,565.16,441.16,Venta accesorios,0,0,2016-01-15,1.0,32.0,id_643,1,880.16,0.0,184.83,1064.99,2016-04-08 13:01:00
24856.0,315.0,249.0,Venta de equipos,0,0,2016-01-15,1.0,32.0,id_643,1,880.16,0.0,184.83,1064.99,2016-04-08 13:01:00
24864.0,52.5,0.0,Horas sueltas,0,0,2016-01-19,1.0,37.0,id_916,1,52.5,0.0,11.03,63.53,2016-04-08 13:01:00
24866.0,80.0,0.0,Mantenimiento SW,0,0,2016-01-20,1.0,38.0,id_913,1,80.0,0.0,16.8,96.8,2016-04-08 13:01:00
24867.0,459.0,0.0,Horas sueltas,0,0,2016-01-20,1.0,39.0,id_643,1,457.87,0.0,96.15,554.02,2016-04-08 13:01:00
24867.0,14.0,11.0,Venta de equipos,0,0,2016-01-20,1.0,39.0,id_643,1,457.87,0.0,96.15,554.02,2016-04-08 13:01:00
24867.0,81.02,60.76,Venta accesorios,0,0,2016-01-20,1.0,39.0,id_643,1,457.87,0.0,96.15,554.02,2016-04-08 13:01:00
24887.0,282.0,0.0,Desarrollo SW,0,0,2016-01-22,1.0,46.0,id_803,1,282.0,0.0,59.22,341.22,2016-04-08 13:01:00
24894.0,41.6,32.54,Venta accesorios,0,0,2016-01-27,1.0,53.0,id_643,1,41.6,0.0,8.74,50.34,2016-04-08 13:01:00
24896.0,81.0,64.07,Licencia SW,0,0,2016-01-29,1.0,55.0,id_162,1,81.0,0.0,17.01,98.01,2016-04-08 13:00:00
24924.0,45.0,0.0,Horas sueltas,0,0,2016-02-05,1.0,74.0,id_913,1,45.0,0.0,9.45,54.45,2016-04-08 13:01:00
24946.0,484.77,367.92,Venta accesorios,0,0,2016-02-15,1.0,83.0,id_643,1,484.77,0.0,101.8,586.57,2016-04-08 13:01:00
24956.0,412.0,318.5,Venta de equipos,0,0,2016-02-17,1.0,90.0,id_643,1,412.0,0.0,86.52,498.52,2016-04-08 13:01:00
24960.0,459.0,0.0,Horas sueltas,0,0,2016-02-18,1.0,92.0,id_643,1,700.7,0.0,147.15,847.85,2016-04-08 13:01:00
24960.0,241.7,171.0,Venta de equipos,0,0,2016-02-18,1.0,92.0,id_643,1,700.7,0.0,147.15,847.85,2016-04-08 13:01:00
24961.0,217.15,217.15,Venta de equipos,0,0,2016-02-18,1.0,93.0,id_643,1,217.15,0.0,45.6,262.75,2016-04-08 13:01:00
24995.0,3683.0,0.0,Desarrollo SW,0,0,2016-02-26,1.0,108.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
24996.0,200.0,200.0,Venta de equipos,0,0,2016-02-26,1.0,109.0,id_643,1,200.0,0.0,42.0,242.0,2016-04-08 13:01:00
25001.0,80.0,0.0,Horas sueltas,0,0,2016-03-01,1.0,114.0,id_913,1,102.0,0.0,21.42,123.42,2016-04-08 13:01:00
25001.0,22.0,18.5,Venta de equipos,0,0,2016-03-01,1.0,114.0,id_913,1,102.0,0.0,21.42,123.42,2016-04-08 13:01:00
25010.0,459.0,0.0,Horas sueltas,0,0,2016-03-01,1.0,120.0,id_751,1,891.0,0.0,187.11,1078.11,2016-04-08 13:01:00
25010.0,432.0,337.5,Venta de equipos,0,0,2016-03-01,1.0,120.0,id_751,1,891.0,0.0,187.11,1078.11,2016-04-08 13:01:00
25021.0,169.0,132.61,Venta de equipos,0,0,2016-03-02,1.0,126.0,id_162,1,206.5,0.0,43.37,249.87,2016-04-08 13:00:00
25021.0,37.5,0.0,Horas sueltas,0,0,2016-03-02,1.0,126.0,id_162,1,206.5,0.0,43.37,249.87,2016-04-08 13:00:00
25023.0,81.9,63.45,Venta de equipos,0,0,2016-03-03,1.0,128.0,id_643,1,81.9,0.0,17.2,99.1,2016-04-08 13:01:00
25026.0,484.77,358.17,Venta accesorios,0,0,2016-03-03,1.0,129.0,id_643,1,484.77,0.0,101.8,586.57,2016-04-08 13:01:00
25044.0,428.0,344.2,Venta de equipos,0,0,2016-03-08,1.0,141.0,id_643,1,428.0,0.0,89.88,517.88,2016-04-08 13:01:00
25045.0,428.0,344.2,Venta de equipos,0,0,2016-03-08,1.0,142.0,id_643,1,428.0,0.0,89.88,517.88,2016-04-08 13:01:00
25046.0,570.0,444.0,Venta de equipos,0,0,2016-03-08,1.0,143.0,id_643,1,570.0,0.0,119.7,689.7,2016-04-08 13:01:00
25052.0,23.4,18.0,RMM,0,0,2016-03-09,1.0,146.0,id_162,1,23.4,0.0,4.91,28.31,2016-04-08 13:00:00
25062.0,210.0,0.0,Horas sueltas,0,0,2016-03-14,1.0,152.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25008.0,565.16,441.5,Venta accesorios,0,0,2016-03-01,1.0,118.0,id_643,1,565.16,0.0,118.68,683.84,2016-04-08 13:01:00
25009.0,315.0,246.1,Venta de equipos,0,0,2016-03-01,1.0,119.0,id_643,1,315.0,0.0,66.15,381.15,2016-04-08 13:01:00
25029.0,115.0,89.8,Venta de equipos,0,0,2016-03-03,1.0,130.0,id_643,1,95.04,0.0,19.96,115.0,2016-04-08 13:01:00
25030.0,181.5,141.8,Venta de equipos,0,0,2016-03-03,1.0,131.0,id_643,1,181.5,0.0,38.12,219.62,2016-04-08 13:01:00
25075.0,153.93,120.26,Venta accesorios,0,0,2016-03-11,1.0,150.0,id_643,1,153.93,0.0,32.33,186.26,2016-04-08 13:01:00
25102.0,559.0,444.0,Venta de equipos,0,0,2016-03-23,1.0,169.0,id_643,1,559.0,0.0,117.39,676.39,2016-04-08 13:01:00
25103.0,559.0,444.0,Venta de equipos,0,0,2016-03-23,1.0,170.0,id_643,1,559.0,0.0,117.39,676.39,2016-04-08 13:01:00
25105.0,3683.0,1275.0,Desarrollo SW,0,0,2016-03-26,1.0,171.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25106.0,80.0,0.0,Mantenimiento SW,0,0,2016-03-28,1.0,172.0,id_913,1,80.0,0.0,16.8,96.8,2016-04-08 13:01:00
25062.0,249.0,0.0,Horas sueltas,0,0,2016-03-14,1.0,152.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25128.0,33.6,24.0,RMM,0,0,2016-04-05,1.0,194.0,id_913,1,33.6,0.0,7.06,40.66,2016-04-08 13:01:00
25135.0,620.0,477.0,Venta de equipos,0,0,2016-04-05,1.0,201.0,id_267,1,620.0,0.0,130.2,750.2,2016-04-08 13:00:00
25159.0,469.56,351.82,Venta accesorios,0,0,2016-04-12,1.0,212.0,id_643,1,469.56,0.0,98.61,568.17,2016-04-08 13:01:00
25163.0,28.16,22.0,Venta de equipos,0,0,2016-04-12,1.0,215.0,id_267,1,28.16,0.0,5.91,34.07,2016-04-08 13:00:00
25164.0,459.0,358.5,Venta accesorios,0,0,2016-04-12,1.0,216.0,id_162,1,459.0,0.0,96.39,555.39,2016-04-08 13:00:00
25176.0,153.0,0.0,Horas sueltas,0,0,2016-04-12,1.0,219.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25176.0,306.0,0.0,Horas sueltas,0,0,2016-04-12,1.0,219.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25177.0,79.0,56.2,Venta de equipos,0,0,2016-04-14,1.0,220.0,id_643,1,79.0,0.0,16.59,95.59,2016-04-08 13:01:00
25178.0,425.0,339.23,Venta de equipos,0,0,2016-04-14,1.0,221.0,id_643,1,425.0,0.0,89.25,514.25,2016-04-08 13:01:00
25193.0,3683.0,0.0,Desarrollo SW,0,0,2016-04-26,1.0,229.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25194.0,557.21,422.4,Venta accesorios,0,0,2016-04-26,1.0,230.0,id_643,1,557.21,0.0,117.01,674.22,2016-04-08 13:01:00
25198.0,115.0,0.0,Venta de equipos,0,0,2016-04-26,1.0,232.0,id_643,1,115.0,0.0,24.15,139.15,2016-04-08 13:01:00
25199.0,67.5,0.0,Venta de equipos,0,0,2016-04-26,1.0,233.0,id_643,1,67.5,0.0,14.18,81.68,2016-04-08 13:01:00
25200.0,90.0,0.0,Horas sueltas,0,0,2016-04-28,1.0,234.0,id_803,1,2270.0,0.0,476.7,2746.7,2016-04-08 13:01:00
25200.0,369.0,0.0,Horas sueltas,0,0,2016-04-28,1.0,234.0,id_803,1,2270.0,0.0,476.7,2746.7,2016-04-08 13:01:00
25200.0,3.0,2.0,Venta de equipos,0,0,2016-04-28,1.0,234.0,id_803,1,2270.0,0.0,476.7,2746.7,2016-04-08 13:01:00
25200.0,1808.0,1448.0,Licencia SW,0,0,2016-04-28,1.0,234.0,id_803,1,2270.0,0.0,476.7,2746.7,2016-04-08 13:01:00
25209.0,164.04,121.52,Venta accesorios,0,0,2016-04-30,1.0,240.0,id_643,1,164.04,0.0,34.45,198.49,2016-04-08 13:01:00
25215.0,45.0,0.0,Horas sueltas,0,0,2016-05-04,1.0,245.0,id_913,1,45.0,0.0,9.45,54.45,2016-04-08 13:01:00
25223.0,96.0,74.95,Venta de equipos,0,0,2016-05-04,1.0,253.0,id_803,1,96.0,0.0,20.16,116.16,2016-04-08 13:01:00
25236.0,120.0,0.0,SMI,0,0,2016-05-09,1.0,255.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25237.0,524.0,408.0,Venta de equipos,0,0,2016-05-09,1.0,256.0,id_913,1,689.0,0.0,144.69,833.69,2016-04-08 13:01:00
25237.0,150.0,0.0,Horas sueltas,0,0,2016-05-09,1.0,256.0,id_913,1,689.0,0.0,144.69,833.69,2016-04-08 13:01:00
25250.0,459.0,0.0,Horas sueltas,0,0,2016-05-10,1.0,269.0,id_162,1,459.0,0.0,96.39,555.39,2016-04-08 13:00:00
25259.0,382.5,0.0,Horas sueltas,0,0,2016-05-16,1.0,273.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25259.0,76.5,0.0,Horas sueltas,0,0,2016-05-16,1.0,273.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25264.0,141.96,109.0,Venta accesorios,0,0,2016-05-17,1.0,278.0,id_643,1,141.96,0.0,29.81,171.77,2016-04-08 13:01:00
25265.0,229.0,199.3,Venta de equipos,0,0,2016-05-17,1.0,279.0,id_267,1,229.0,0.0,48.09,277.09,2016-04-08 13:00:00
25297.0,79.0,61.81,Licencia SW,0,0,2016-05-24,1.0,293.0,id_162,1,79.0,0.0,16.59,95.59,2016-04-08 13:00:00
25302.0,3683.0,0.0,Desarrollo SW,0,0,2016-05-26,1.0,297.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25314.0,103.5,90.0,Mantenimiento SW,0,0,2016-05-31,1.0,308.0,id_162,1,103.5,0.0,21.74,125.24,2016-04-08 13:00:00
25322.0,385.3,300.95,Venta accesorios,0,0,2016-06-16,1.0,341.0,id_643,1,385.3,0.0,80.91,466.21,2016-04-08 13:01:00
22.0,766.0,562.54,Venta de equipos,0,0,2016-06-03,1.0,330.0,id_916,1,909.0,0.0,190.89,1099.89,2016-04-08 13:01:00
22.0,143.0,0.0,Horas sueltas,0,0,2016-06-03,1.0,330.0,id_916,1,909.0,0.0,190.89,1099.89,2016-04-08 13:01:00
20.0,120.0,0.0,SMI,0,0,2016-06-03,1.0,328.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
9.0,347.56,261.72,Venta accesorios,0,0,2016-06-01,1.0,317.0,id_643,1,347.56,0.0,72.99,420.55,2016-04-08 13:01:00
25326.0,105.0,0.0,Horas sueltas,0,0,2016-06-20,1.0,345.0,id_913,1,126.5,0.0,26.57,153.07,2016-04-08 13:01:00
25326.0,21.5,16.5,Venta de equipos,0,0,2016-06-20,1.0,345.0,id_913,1,126.5,0.0,26.57,153.07,2016-04-08 13:01:00
25329.0,3683.0,0.0,Desarrollo SW,0,0,2016-06-23,1.0,347.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25336.0,243.0,0.0,Horas sueltas,0,0,2016-06-28,1.0,354.0,id_473,1,243.0,0.0,51.03,294.03,2016-04-08 13:00:00
25341.0,487.77,369.09,Venta accesorios,0,0,2016-06-28,1.0,359.0,id_643,1,487.77,0.0,102.43,590.2,2016-04-08 13:01:00
25344.0,459.0,0.0,Horas sueltas,0,0,2016-06-30,1.0,362.0,id_751,1,1384.95,0.0,290.84,1675.79,2016-04-08 13:01:00
25344.0,925.95,698.25,Venta de equipos,0,0,2016-06-30,1.0,362.0,id_751,1,1384.95,0.0,290.84,1675.79,2016-04-08 13:01:00
25346.0,23.5,18.0,Venta de equipos,0,0,2016-06-30,1.0,364.0,id_643,1,23.5,0.0,4.94,28.44,2016-04-08 13:01:00
25347.0,80.0,0.0,Mantenimiento SW,0,0,2016-06-30,1.0,365.0,id_913,1,80.0,0.0,16.8,96.8,2016-04-08 13:01:00
25351.0,83.0,61.5,Licencia SW,0,0,2016-06-30,1.0,369.0,id_803,1,83.0,0.0,17.43,100.43,2016-04-08 13:01:00
25352.0,83.0,61.5,RMM,0,0,2016-06-30,1.0,370.0,id_267,1,83.0,0.0,17.43,100.43,2016-04-08 13:00:00
25361.0,1510.0,1079.77,Venta de equipos,0,0,2016-07-14,1.0,379.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25361.0,300.0,0.0,Horas sueltas,0,0,2016-07-14,1.0,379.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25361.0,159.0,0.0,Horas sueltas,0,0,2016-07-14,1.0,379.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25362.0,270.0,0.0,Horas sueltas,0,0,2016-07-14,1.0,380.0,id_913,1,319.0,0.0,66.99,385.99,2016-04-08 13:01:00
25362.0,49.0,38.0,Venta de equipos,0,0,2016-07-14,1.0,380.0,id_913,1,319.0,0.0,66.99,385.99,2016-04-08 13:01:00
25378.0,57.08,42.06,Venta accesorios,0,0,2016-07-19,1.0,396.0,id_643,1,57.08,0.0,11.99,69.07,2016-04-08 13:01:00
25379.0,560.3,437.7,Venta accesorios,0,0,2016-07-19,1.0,397.0,id_643,1,560.3,0.0,117.66,677.96,2016-04-08 13:01:00
25380.0,155.0,120.44,Venta accesorios,0,0,2016-07-19,1.0,398.0,id_643,1,155.0,0.0,32.55,187.55,2016-04-08 13:01:00
25394.0,148.0,115.0,Venta de equipos,0,0,2016-07-21,1.0,412.0,id_162,1,148.0,0.0,31.08,179.08,2016-04-08 13:00:00
25395.0,3683.0,0.0,Desarrollo SW,0,0,2016-07-25,1.0,413.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25398.0,65.97,49.5,Venta accesorios,0,0,2016-07-25,1.0,416.0,id_643,1,65.97,0.0,13.85,79.82,2016-04-08 13:01:00
25401.0,259.0,0.0,Horas sueltas,0,0,2016-07-26,1.0,419.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25401.0,200.0,0.0,Horas sueltas,0,0,2016-07-26,1.0,419.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25405.0,223.0,174.0,Venta de equipos,0,0,2016-07-27,1.0,423.0,id_643,9,223.0,0.0,46.83,269.83,2016-04-08 13:01:00
25404.0,120.0,0.0,SMI,0,0,2016-07-27,1.0,422.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25441.0,77.35,63.4,Venta accesorios,0,0,2016-08-09,1.0,459.0,id_643,1,77.35,0.0,16.24,93.59,2016-04-08 13:01:00
25422.0,23.4,18.0,RMM,0,0,2016-08-03,1.0,440.0,id_162,1,23.4,0.0,4.91,28.31,2016-04-08 13:00:00
25439.0,1920.0,414.0,Desarrollo SW,0,0,2016-08-05,1.0,457.0,id_913,1,1920.0,0.0,403.2,2323.2,2016-04-08 13:01:00
25447.0,120.0,35.7,SMI,0,0,2016-08-19,1.0,465.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25454.0,69.0,54.5,Venta de equipos,0,0,2016-08-26,1.0,472.0,id_643,1,69.0,0.0,14.49,83.49,2016-04-08 13:01:00
25457.0,159.0,0.0,Horas sueltas,0,0,2016-08-30,1.0,475.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25457.0,300.0,0.0,Horas sueltas,0,0,2016-08-30,1.0,475.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25458.0,259.0,0.0,Horas sueltas,0,0,2016-08-30,1.0,476.0,id_751,1,504.0,0.0,105.84,609.84,2016-04-08 13:01:00
25458.0,200.0,0.0,Horas sueltas,0,0,2016-08-30,1.0,476.0,id_751,1,504.0,0.0,105.84,609.84,2016-04-08 13:01:00
25458.0,45.0,35.0,Venta de equipos,0,0,2016-08-30,1.0,476.0,id_751,1,504.0,0.0,105.84,609.84,2016-04-08 13:01:00
25450.0,3683.0,0.0,Desarrollo SW,0,0,2016-08-23,1.0,468.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25443.0,58.0,45.31,Venta de equipos,0,0,2016-08-11,1.0,461.0,id_643,1,58.0,0.0,12.18,70.18,2016-04-08 13:01:00
25470.0,350.56,265.62,Venta accesorios,0,0,2016-09-05,1.0,488.0,id_643,1,350.56,0.0,73.62,424.18,2016-04-08 13:01:00
25475.0,459.0,0.0,Horas sueltas,0,0,2016-09-07,1.0,493.0,id_162,1,459.0,0.0,96.39,555.39,2016-04-08 13:00:00
25485.0,48.75,0.0,Horas sueltas,0,0,2016-09-07,1.0,503.0,id_913,1,48.75,0.0,10.24,58.99,2016-04-08 13:01:00
25488.0,459.0,0.0,Horas sueltas,0,0,2016-09-07,1.0,506.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25495.0,90.0,70.0,Venta de equipos,0,0,2016-09-13,1.0,513.0,id_751,1,90.0,0.0,18.9,108.9,2016-04-08 13:01:00
25496.0,73.0,59.0,Venta de equipos,0,0,2016-09-13,1.0,514.0,id_643,1,73.0,0.0,15.33,88.33,2016-04-08 13:01:00
25497.0,57.08,44.59,Venta de equipos,0,0,2016-09-13,1.0,515.0,id_643,1,57.08,0.0,11.99,69.07,2016-04-08 13:01:00
25498.0,495.0,386.12,Venta de equipos,0,0,2016-09-14,1.0,516.0,id_916,1,495.0,0.0,103.95,598.95,2016-04-08 13:01:00
25502.0,1312.0,1025.0,Venta de equipos,0,0,2016-09-22,1.0,520.0,id_751,1,1312.0,0.0,275.52,1587.52,2016-04-08 13:01:00
25504.0,100.49,76.9,Venta accesorios,0,0,2016-09-23,1.0,522.0,id_643,1,100.49,0.0,21.1,121.59,2016-04-08 13:01:00
25511.0,169.8,132.65,Venta accesorios,0,0,2016-09-27,1.0,529.0,id_162,1,169.8,0.0,35.66,205.46,2016-04-08 13:00:00
25510.0,447.0,349.0,Venta de equipos,0,0,2016-09-27,1.0,528.0,id_916,1,634.5,0.0,133.25,767.75,2016-04-08 13:01:00
25510.0,187.5,0.0,Horas sueltas,0,0,2016-09-27,1.0,528.0,id_916,1,634.5,0.0,133.25,767.75,2016-04-08 13:01:00
25509.0,222.05,179.05,Venta de equipos,0,0,2016-09-27,1.0,527.0,id_643,1,222.05,0.0,46.63,268.68,2016-04-08 13:01:00
25501.0,3683.0,0.0,Mantenimiento SW,0,0,2016-09-19,1.0,519.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25472.0,120.0,0.0,SMI,0,0,2016-09-05,1.0,490.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25553.0,3683.0,0.0,Desarrollo SW,0,0,2016-10-17,1.0,571.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25549.0,139.73,109.0,Venta accesorios,0,0,2016-10-13,1.0,567.0,id_643,1,139.73,0.0,29.34,169.07,2016-04-08 13:01:00
25548.0,461.0,360.0,Venta de equipos,0,0,2016-10-11,1.0,566.0,id_751,1,461.0,0.0,96.81,557.81,2016-04-08 13:01:00
25545.0,120.0,0.0,SMI,0,0,2016-10-06,1.0,563.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25533.0,75.0,58.0,Venta de equipos,0,0,2016-10-05,1.0,551.0,id_643,1,75.0,0.0,15.75,90.75,2016-04-08 13:01:00
25530.0,102.49,78.9,Venta accesorios,0,0,2016-10-05,1.0,548.0,id_643,1,102.49,0.0,21.52,124.01,2016-04-08 13:01:00
25526.0,359.0,0.0,Horas sueltas,0,0,2016-10-04,1.0,544.0,id_751,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25526.0,100.0,0.0,Horas sueltas,0,0,2016-10-04,1.0,544.0,id_751,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25525.0,459.0,0.0,Horas sueltas,0,0,2016-10-03,1.0,543.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25573.0,126.0,113.2,Venta de equipos,0,0,2016-10-25,1.0,591.0,id_267,1,126.0,0.0,26.46,152.46,2016-04-08 13:00:00
25579.0,105.0,0.0,Horas sueltas,0,0,2016-10-25,1.0,597.0,id_473,1,670.0,0.0,140.7,810.7,2016-04-08 13:00:00
25579.0,565.0,441.0,Venta de equipos,0,0,2016-10-25,1.0,597.0,id_473,1,670.0,0.0,140.7,810.7,2016-04-08 13:00:00
25584.0,419.25,327.5,Venta accesorios,0,0,2016-10-31,1.0,602.0,id_643,1,419.25,0.0,88.04,507.29,2016-04-08 13:01:00
25586.0,2190.91,0.0,Desarrollo SW,0,0,2016-11-02,1.0,604.0,id_968,0,2190.91,0.0,460.09,2651.0,2016-04-08 13:01:00
25589.0,81.0,63.0,Licencia SW,0,0,2016-11-03,1.0,607.0,id_916,1,81.0,0.0,17.01,98.01,2016-04-08 13:01:00
25601.0,25.2,18.0,RMM,0,0,2016-11-03,1.0,619.0,id_162,1,25.2,0.0,5.29,30.49,2016-04-08 13:00:00
25611.0,75.0,59.0,Venta de equipos,0,0,2016-11-14,1.0,629.0,id_643,1,75.0,0.0,15.75,90.75,2016-04-08 13:01:00
25603.0,1440.0,0.0,Desarrollo SW,0,0,2016-11-09,1.0,621.0,id_913,1,1440.0,0.0,302.4,1742.4,2016-04-08 13:01:00
25616.0,3683.0,0.0,Desarrollo SW,0,0,2016-11-17,1.0,634.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25617.0,120.0,0.0,SMI,0,0,2016-11-17,1.0,635.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25620.0,447.0,345.46,Venta de equipos,0,0,2016-11-21,1.0,638.0,id_473,1,577.0,0.0,121.17,698.17,2016-04-08 13:00:00
25620.0,130.0,0.0,Horas sueltas,0,0,2016-11-21,1.0,638.0,id_473,1,577.0,0.0,121.17,698.17,2016-04-08 13:00:00
25629.0,315.0,246.82,Venta de equipos,0,0,2016-11-29,1.0,646.0,id_643,8,315.0,0.0,66.15,381.15,2016-04-08 13:01:00
25630.0,631.79,477.32,Venta accesorios,0,0,2016-11-29,1.0,647.0,id_643,1,631.79,0.0,132.68,764.47,2016-04-08 13:01:00
25636.0,202.83,153.0,Venta accesorios,0,0,2016-12-05,1.0,653.0,id_643,1,202.83,0.0,42.59,245.42,2016-04-08 13:01:00
25648.0,555.6,434.0,Venta de equipos,0,0,2016-12-05,1.0,665.0,id_643,1,555.6,0.0,116.68,672.28,2016-04-08 13:01:00
25656.0,270.0,0.0,Horas sueltas,0,0,2016-12-13,1.0,673.0,id_473,1,2004.0,0.0,420.84,2424.84,2016-04-08 13:00:00
25656.0,1464.0,1087.0,Venta de equipos,0,0,2016-12-13,1.0,673.0,id_473,1,2004.0,0.0,420.84,2424.84,2016-04-08 13:00:00
25656.0,270.0,0.0,Horas sueltas,0,0,2016-12-13,1.0,673.0,id_473,1,2004.0,0.0,420.84,2424.84,2016-04-08 13:00:00
25657.0,351.56,265.62,Venta accesorios,0,0,2016-12-13,1.0,674.0,id_643,1,351.56,0.0,73.83,425.39,2016-04-08 13:01:00
25659.0,230.0,0.0,Horas sueltas,0,0,2016-12-15,1.0,676.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25659.0,229.0,0.0,Horas sueltas,0,0,2016-12-15,1.0,676.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25659.0,1510.28,1115.0,Venta de equipos,0,0,2016-12-15,1.0,676.0,id_643,1,1969.28,0.0,413.55,2382.83,2016-04-08 13:01:00
25675.0,3683.0,0.0,Mantenimiento SW,0,0,2016-12-20,1.0,692.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25676.0,300.0,0.0,Horas sueltas,0,0,2016-12-20,1.0,693.0,id_643,2,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25676.0,159.0,0.0,Horas sueltas,0,0,2016-12-20,1.0,693.0,id_643,2,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25744.0,60.0,0.0,SMI,0,0,2017-01-16,23.0,34.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25710.0,268.76,0.0,Consultoria,0,0,2017-01-09,23.0,1.0,id_643,1,268.76,0.0,56.44,325.2,2016-04-08 13:01:00
25747.0,3683.0,0.0,Desarrollo SW,0,0,2017-01-18,23.0,37.0,id_803,1,3683.0,0.0,773.43,4456.43,2016-04-08 13:01:00
25746.0,229.5,0.0,Horas sueltas,0,0,2017-01-18,23.0,36.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25746.0,229.5,0.0,Horas sueltas,0,0,2017-01-18,23.0,36.0,id_643,1,459.0,0.0,96.39,555.39,2016-04-08 13:01:00
25748.0,700.0,0.0,Desarrollo SW,0,0,2017-01-19,23.0,38.0,id_913,1,700.0,0.0,147.0,847.0,2016-04-08 13:01:00
25744.0,60.0,0.0,SMI,0,0,2017-01-16,23.0,34.0,id_267,1,120.0,0.0,25.2,145.2,2016-04-08 13:00:00
25763.0,64.97,0.0,Consultoria,0,0,2017-01-23,23.0,53.0,id_643,1,64.97,0.0,13.64,78.61,2016-04-08 13:01:00
25768.0,156.6,0.0,Consultoria,0,0,2017-01-23,23.0,58.0,id_267,1,156.6,0.0,32.89,189.49,2016-04-08 13:00:00
25769.0,82.5,0.0,Horas sueltas,0,0,2017-01-23,23.0,59.0,id_916,1,82.5,0.0,17.33,99.83,2016-04-08 13:01:00
25777.0,484.77,0.0,Consultoria,0,0,2017-01-27,23.0,67.0,id_643,1,484.77,0.0,101.8,586.57,2016-04-08 13:01:00
